,DOI,Sample_ID,Location,Countries,Source,Concentration,Concentration_Units,Approximate_Latitude,Approximate_Longitude,Sample_device_and_deployment_methods,Digestion,Filtration,Filter_Size,Microplastic_Identification_Method,Spectral_Analysis,Controls
0,10.1016/j.watres.2017.11.011,1|10.1016/j.watres.2017.11.011,Germany,Germany,bottled water,14,particles/L,51.1638175,10.4478313,Pre packaged bevarage cartons,Not Provided,polycarbonate filter,3 um,"Single Particle Explorer (SPE, rapID, Berlin)",Raman,Blank filters run through Raman
293,10.1016/j.envpol.2020.114227,1|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Transport Zone",Mexico,tap water,20,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
294,10.1016/j.envpol.2020.114227,2|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Market Zone",Mexico,tap water,13,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
295,10.1016/j.envpol.2020.114227,3|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,17,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
296,10.1016/j.envpol.2020.114227,4|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,14,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
297,10.1016/j.envpol.2020.114227,5|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Commercial Zone",Mexico,tap water,60,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
298,10.1016/j.envpol.2020.114227,6|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,13,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
299,10.1016/j.envpol.2020.114227,7|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Transport Zone",Mexico,tap water,15,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
300,10.1016/j.envpol.2020.114227,8|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,18,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
301,10.1016/j.envpol.2020.114227,9|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Market Zone",Mexico,tap water,37,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
302,10.1016/j.envpol.2020.114227,10|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Tourism Zone",Mexico,tap water,34,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
303,10.1016/j.envpol.2020.114227,11|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Tourism Zone",Mexico,tap water,38,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
304,10.1016/j.envpol.2020.114227,12|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Tourism Zone",Mexico,tap water,60,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
305,10.1016/j.envpol.2020.114227,13|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,7,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
306,10.1016/j.envpol.2020.114227,14|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Transport Zone",Mexico,tap water,25,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
307,10.1016/j.envpol.2020.114227,15|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Transport Zone",Mexico,tap water,22,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
308,10.1016/j.envpol.2020.114227,16|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,15,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
309,10.1016/j.envpol.2020.114227,17|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Hospital Zone",Mexico,tap water,7,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
310,10.1016/j.envpol.2020.114227,18|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,37,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
311,10.1016/j.envpol.2020.114227,19|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Hospital Zone",Mexico,tap water,9,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
312,10.1016/j.envpol.2020.114227,20|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Commercial Zone",Mexico,tap water,6,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
313,10.1016/j.envpol.2020.114227,21|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Recreation Zone",Mexico,tap water,7,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
314,10.1016/j.envpol.2020.114227,22|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Education Zone",Mexico,tap water,8,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
315,10.1016/j.envpol.2020.114227,23|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,14,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
316,10.1016/j.envpol.2020.114227,24|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,8,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
317,10.1016/j.envpol.2020.114227,25|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,8,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
318,10.1016/j.envpol.2020.114227,26|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Market Zone",Mexico,tap water,7,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
319,10.1016/j.envpol.2020.114227,27|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,13,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
320,10.1016/j.envpol.2020.114227,28|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Education Zone",Mexico,tap water,8,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
321,10.1016/j.envpol.2020.114227,29|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Transport Zone",Mexico,tap water,6,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
322,10.1016/j.envpol.2020.114227,30|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Transport Zone",Mexico,tap water,10,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
323,10.1016/j.envpol.2020.114227,31|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Commercial Zone",Mexico,tap water,23,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
324,10.1016/j.envpol.2020.114227,32|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,15,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
325,10.1016/j.envpol.2020.114227,33|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Education Zone",Mexico,tap water,13,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
326,10.1016/j.envpol.2020.114227,34|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Recreation Zone",Mexico,tap water,9,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
327,10.1016/j.envpol.2020.114227,35|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Tourism Zone",Mexico,tap water,10,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
328,10.1016/j.envpol.2020.114227,36|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,28,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
329,10.1016/j.envpol.2020.114227,37|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,5,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
330,10.1016/j.envpol.2020.114227,38|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Education Zone",Mexico,tap water,8,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
331,10.1016/j.envpol.2020.114227,39|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Commercial Zone",Mexico,tap water,10,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
332,10.1016/j.envpol.2020.114227,40|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Commercial Zone",Mexico,tap water,7,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
333,10.1016/j.envpol.2020.114227,41|10.1016/j.envpol.2020.114227,"Mexico City, Mexico; Commercial Zone",Mexico,tap water,7,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
334,10.1016/j.envpol.2020.114227,42|10.1016/j.envpol.2020.114227,"Mexico City, Mexico",Mexico,tap water,91,particles/L,23.6585116,-102.0077097,Public water fountains,Not Provided,nitrocellulose filter paper,0.22 um,SEM,Raman,Procedural blanks; filters analyzed before; cotton used; laminar flow hood used
335,10.1007/s11356-021-12467-y,1|10.1007/s11356-021-12467-y,"Baden-Wurttemberg, Germany",Germany,tap water,66,particles/m3,51.1638175,10.4478313,Drinking water from treatment facilities,Not Provided,Stainless steel,100 um; 20 um; 10 um; 5 um,micro raman,Raman,Process blanks
336,10.3390/w12113115,drinking_water|10.3390/w12113115,"Sinos River Basin, Rio Grande, Brazil",Brazil,tap water,105.8,particles/L,-10.3333333,-53.2,Drinking water from treatment facilities,KOH,Whatman cellulose fiber,7 um,Nile Red; flouresence microscopy,Referenced known particles under flouresence scope,Not Provided
337,10.3390/environments8120138,gallon_brand1|10.3390/environments8120138,"Kenjeran, Surabaya, Indonesia",Indonesia,bottled water,9.18,ug/g,-2.4833826,117.8902853,Drinking water type used by participants (study also included stool samples and food samples from participants),Fenton's; HNO3,Cellulose nitrate-cellulose acetate,Not Provided,micro raman,Raman,Not Provided
338,10.3390/environments8120138,gallon_brand 2|10.3390/environments8120138,"Kenjeran, Surabaya, Indonesia",Indonesia,bottled water,0,ug/g,-2.4833826,117.8902853,Drinking water type used by participants (study also included stool samples and food samples from participants),Fenton's; HNO3,Cellulose nitrate-cellulose acetate,Not Provided,micro raman,Raman,Not Provided
339,10.3390/environments8120138,gallon_refill1|10.3390/environments8120138,"Kenjeran, Surabaya, Indonesia",Indonesia,tap water,0,ug/g,-2.4833826,117.8902853,Drinking water type used by participants (study also included stool samples and food samples from participants),Fenton's; HNO3,Cellulose nitrate-cellulose acetate,Not Provided,micro raman,Raman,Not Provided
340,10.3390/environments8120138,gallon_refill2|10.3390/environments8120138,"Kenjeran, Surabaya, Indonesia",Indonesia,tap water,0,ug/g,-2.4833826,117.8902853,Drinking water type used by participants (study also included stool samples and food samples from participants),Fenton's; HNO3,Cellulose nitrate-cellulose acetate,Not Provided,micro raman,Raman,Not Provided
341,10.3390/environments8120138,gallon_refill3|10.3390/environments8120138,"Kenjeran, Surabaya, Indonesia",Indonesia,tap water,30.21,ug/g,-2.4833826,117.8902853,Drinking water type used by participants (study also included stool samples and food samples from participants),Fenton's; HNO3,Cellulose nitrate-cellulose acetate,Not Provided,micro raman,Raman,Not Provided
342,10.1016/j.cotox.2021.09.003,Ossmann1|10.1016/j.cotox.2021.09.003,,,bottled water,6292,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
343,10.1016/j.cotox.2021.09.003,Ossmann2|10.1016/j.cotox.2021.09.003,,,bottled water,4889,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
344,10.1016/j.cotox.2021.09.003,Ossmann3|10.1016/j.cotox.2021.09.003,,,bottled water,2649,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
345,10.1016/j.cotox.2021.09.003,Winkler|10.1016/j.cotox.2021.09.003,,,bottled water,980,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
346,10.1016/j.cotox.2021.09.003,Mason1|10.1016/j.cotox.2021.09.003,,,bottled water,325,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
347,10.1016/j.cotox.2021.09.003,Weisser|10.1016/j.cotox.2021.09.003,,,bottled water,317,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
348,10.1016/j.cotox.2021.09.003,Giese1|10.1016/j.cotox.2021.09.003,,,bottled water,242,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
349,10.1016/j.cotox.2021.09.003,Kankanige1|10.1016/j.cotox.2021.09.003,,,bottled water,140,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
350,10.1016/j.cotox.2021.09.003,Giese2|10.1016/j.cotox.2021.09.003,,,bottled water,131,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
351,10.1016/j.cotox.2021.09.003,Schymanski1|10.1016/j.cotox.2021.09.003,,,bottled water,118,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
352,10.1016/j.cotox.2021.09.003,Kankanige2|10.1016/j.cotox.2021.09.003,,,bottled water,52,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
353,10.1016/j.cotox.2021.09.003,Schymanski2|10.1016/j.cotox.2021.09.003,,,bottled water,50,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
354,10.1016/j.cotox.2021.09.003,Almaiman1|10.1016/j.cotox.2021.09.003,,,bottled water,26,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
355,10.1016/j.cotox.2021.09.003,Schymanski3|10.1016/j.cotox.2021.09.003,,,bottled water,14,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
356,10.1016/j.cotox.2021.09.003,Schymanski4|10.1016/j.cotox.2021.09.003,,,bottled water,11,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
357,10.1016/j.cotox.2021.09.003,Makhdoumi|10.1016/j.cotox.2021.09.003,,,bottled water,8.5,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
358,10.1016/j.cotox.2021.09.003,Almaiman2|10.1016/j.cotox.2021.09.003,,,bottled water,1.8,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
359,10.1016/j.cotox.2021.09.003,Mason2|10.1016/j.cotox.2021.09.003,,,bottled water,1.41,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
360,10.1016/j.cotox.2021.09.003,Pivokonsky1|10.1016/j.cotox.2021.09.003,"Uhlava River, Czech Republic",Czech Republic,tap water,338,particles/L,49.7439047,15.3381061,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
361,10.1016/j.cotox.2021.09.003,Pivokonsky2|10.1016/j.cotox.2021.09.003,"Reservoir Water, Czech Republic",Czech Republic,tap water,151,particles/L,49.7439047,15.3381061,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
362,10.1016/j.cotox.2021.09.003,Kosuth|10.1016/j.cotox.2021.09.003,,,tap water,61,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
363,10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,,,tap water,56,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
364,10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,,,tap water,14,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
365,10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,,,tap water,13,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
366,10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,,,tap water,6,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
367,10.1016/j.cotox.2021.09.003,Pivokonsky3|10.1016/j.cotox.2021.09.003,,,tap water,14,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
368,10.1016/j.cotox.2021.09.003,Sarkar|10.1016/j.cotox.2021.09.003,,,tap water,2.75,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
369,10.1016/j.cotox.2021.09.003,Lam|10.1016/j.cotox.2021.09.003,,,tap water,2.181,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
370,10.1016/j.cotox.2021.09.003,Kirstein|10.1016/j.cotox.2021.09.003,,,tap water,0.174,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
371,10.1016/j.cotox.2021.09.003,Dalmau-Soler|10.1016/j.cotox.2021.09.003,,,tap water,0.06,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
372,10.1016/j.cotox.2021.09.003,Pittroff|10.1016/j.cotox.2021.09.003,,,tap water,0.066,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
373,10.1016/j.cotox.2021.09.003,Johnson|10.1016/j.cotox.2021.09.003,,,tap water,0.00011,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
374,10.1016/j.cotox.2021.09.003,Almaiman3|10.1016/j.cotox.2021.09.003,,,tap water,0,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
375,10.1016/j.cotox.2021.09.003,Weber|10.1016/j.cotox.2021.09.003,,,tap water,0,particles/L,,,Review paper; Tap and bottled water,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
376,10.1016/j.jwpe.2020.101884,Lao Shann|10.1016/j.jwpe.2020.101884,China,China,bottled water,5,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
377,10.1016/j.jwpe.2020.101884,VOSS|10.1016/j.jwpe.2020.101884,China,China,bottled water,17,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
378,10.1016/j.jwpe.2020.101884,Master_kong|10.1016/j.jwpe.2020.101884,China,China,bottled water,18,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
379,10.1016/j.jwpe.2020.101884,Kun_Lun_Shan|10.1016/j.jwpe.2020.101884,China,China,bottled water,22,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
380,10.1016/j.jwpe.2020.101884,Wahaha|10.1016/j.jwpe.2020.101884,China,China,bottled water,14,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
381,10.1016/j.jwpe.2020.101884,C'estbon|10.1016/j.jwpe.2020.101884,China,China,bottled water,5,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
382,10.1016/j.jwpe.2020.101884,Run_Tian_Cui|10.1016/j.jwpe.2020.101884,China,China,bottled water,7,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
383,10.1016/j.jwpe.2020.101884,Ever_Grande|10.1016/j.jwpe.2020.101884,China,China,bottled water,4,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
384,10.1016/j.jwpe.2020.101884,Ocean_AQUA|10.1016/j.jwpe.2020.101884,China,China,bottled water,2,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
385,10.1016/j.jwpe.2020.101884,Ganten_Mineral_Water|10.1016/j.jwpe.2020.101884,China,China,bottled water,6,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
386,10.1016/j.jwpe.2020.101884,Nong_Fu|10.1016/j.jwpe.2020.101884,China,China,bottled water,9,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
387,10.1016/j.jwpe.2020.101884,Tibet_Ge_Sang|10.1016/j.jwpe.2020.101884,China,China,bottled water,5,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
388,10.1016/j.jwpe.2020.101884,ALKAO.UA|10.1016/j.jwpe.2020.101884,China,China,bottled water,12,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
389,10.1016/j.jwpe.2020.101884,Ban_Ma|10.1016/j.jwpe.2020.101884,China,China,bottled water,14,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
390,10.1016/j.jwpe.2020.101884,Shi_Lin|10.1016/j.jwpe.2020.101884,China,China,bottled water,7,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
391,10.1016/j.jwpe.2020.101884,LAVA|10.1016/j.jwpe.2020.101884,China,China,bottled water,7,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
392,10.1016/j.jwpe.2020.101884,Watsons|10.1016/j.jwpe.2020.101884,China,China,bottled water,16,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
393,10.1016/j.jwpe.2020.101884,Hui_Shan_Gu|10.1016/j.jwpe.2020.101884,China,China,bottled water,3,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
